Mean Test Score,Standard Deviation,Parameters
-1.0777573575614343,0.0007026024661423992,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 256}"
-0.08577635321786047,0.011210323507838724,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 8}"
-0.999954967570468,0.03449802349334097,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 16}"
-0.1171280368840316,0.006791362310737237,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 32}"
-0.12255862405644774,0.03991052973636979,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 64}"
-0.6001575420203389,0.4078993586685376,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 128}"
-0.9578356931491071,0.036063101355668925,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 256}"
-0.12328453557585994,0.05590510665328563,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 8}"
-0.08013182856586651,0.00951430265192623,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 16}"
-0.09626236489959267,0.0020883775606767643,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 32}"
-0.0645742421823092,0.016363643150339384,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 64}"
-0.039045295881605484,0.005712580292243731,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 128}"
-0.025657070851514016,0.001008263349667568,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 256}"
-0.10563037772867698,0.02591663234009501,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 8}"
-0.11278853164937482,0.0693230087609831,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 16}"
-0.05565045901784016,0.005063218137875164,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 32}"
-0.05565123800551563,0.0009114040487614994,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 64}"
-0.03905356141020949,0.004364994756431605,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 128}"
-0.025389960572861935,0.001628101976087884,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 256}"
-0.1308826086454824,0.0004166924782779968,"{'batch_size': 256, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 8}"
