Number of Features,Eliminated Feature,MSE,MAE,RMSE,MAPE,SMAPE
64,DX,0.0002493199954516,0.003555625551735,0.0157898700264323,5298059003.410989,5298059003.410989
51,1. open,0.0002493238666467,0.0041088196050384,0.015789992610724,7436967774.971425,7436967774.971425
67,Aroon Down,0.0002493679781863,0.0035722965550265,0.0157913893684622,5298059003.411301,5298059003.411301
63,OBV,0.0002494407961318,0.0035533509985102,0.015793694822043,5235873279.075062,5235873279.075062
10,EMA,0.0002494545829496,0.0036252948117535,0.0157941312818924,5653451757.628722,5653451757.628722
55,Real Upper Band,0.0002494593758378,0.0035732637113279,0.0157942830111999,5617779485.150655,5617779485.150655
67,3. low,0.000249463365493,0.0035948850629154,0.0157944093113041,5308886099.012286,5308886099.012286
47,PLUS_DI,0.0002494916991513,0.0036576118061442,0.0157953062379726,5235873279.075593,5235873279.075593
67,MINUS_DI,0.0002495008554047,0.0035669247852032,0.0157955960762708,5298059003.411356,5298059003.411356
9,EMA,0.0002495297837309,0.003586735864962,0.0157965117583255,5653451757.628467,5653451757.628467
49,MAMA,0.0002495365499497,0.0035476262871962,0.0157967259250067,5235873279.075139,5235873279.075139
64,EMA,0.0002495593633081,0.0035946562873822,0.0157974479998563,5298059003.411453,5298059003.411453
66,Aroon Down,0.0002495594029563,0.0035733900516075,0.0157974492547498,5298059003.410947,5298059003.410947
62,TEMA,0.0002496007413271,0.0035822726338524,0.0157987575880869,4793171230.884885,4793171230.884885
56,WILLR,0.0002496343260001,0.0035798774595869,0.0157998204420215,5235873279.075137,5235873279.075137
46,PLUS_DM,0.0002496468045146,0.0035485101648565,0.0158002153312756,5235873279.075209,5235873279.075209
49,TRIMA,0.0002496862195905,0.0035502954323072,0.0158014625775775,5235873279.075153,5235873279.075153
64,Real Upper Band,0.0002497173147173,0.0035409294412243,0.0158024464788644,5617779485.150995,5617779485.150995
45,PLUS_DI,0.0002497258499919,0.0035939570694277,0.0158027165383656,5235873279.074881,5235873279.074881
23,ADOSC,0.0002497590210768,0.0035328114012936,0.0158037660409427,5653451757.628578,5653451757.628578
17,MOM,0.0002497619454624,0.0035448451438144,0.0158038585624651,5653451757.628102,5653451757.628102
51,MACD,0.0002497756338857,0.0035534585397528,0.0158042916287252,5235873279.074948,5235873279.074948
64,TRENDMODE,0.0002497923774577,0.0035292660288896,0.0158048213358389,5298059003.410855,5298059003.410855
51,ROC,0.000249796060325,0.0035515917334907,0.0158049378462872,5235873279.074962,5235873279.074962
57,NATR,0.0002498871693911,0.0036004465437414,0.0158078198810309,5235873279.075102,5235873279.075102
57,ATR,0.0002498889637974,0.0036004798075223,0.0158078766378493,5235873279.075104,5235873279.075104
13,PPO,0.0002499051707542,0.0035838901279302,0.0158083892523651,5653451757.628482,5653451757.628482
17,MACD_Signal,0.0002499171406112,0.003562106313255,0.0158087678397556,5653451757.62816,5653451757.62816
66,ADOSC,0.0002499251706158,0.0035870791667136,0.0158090218108477,5298059003.411038,5298059003.411038
10,KAMA,0.0002499332715367,0.0035852222469809,0.0158092780207312,5653451757.628524,5653451757.628524
52,AROONOSC,0.0002499373382754,0.0035735348473501,0.0158094066389441,5235873279.074988,5235873279.074988
56,FAMA,0.0002499641240756,0.0035514164360087,0.0158102537637969,5235873279.075031,5235873279.075031
56,TRANGE,0.0002499641697685,0.0036009511168006,0.015810255208838,5235873279.075042,5235873279.075042
46,HT_DCPHASE,0.0002499709491891,0.0036203518224524,0.0158104696068492,5235873279.075088,5235873279.075088
61,LEAD SINE,0.0002499736389532,0.003603547861206,0.0158105546693739,5235873279.075336,5235873279.075336
33,1. open,0.0002499850227176,0.0045876233869586,0.0158109146704929,8544130741.133672,8544130741.133672
58,SAR,0.0002500298859117,0.003549831647861,0.0158123333481107,4793171230.884337,4793171230.884337
64,SMA,0.0002500676855677,0.0036058679902568,0.0158135285615756,5298059003.411489,5298059003.411489
66,EMA,0.0002500790060969,0.0035400156715634,0.0158138864956384,5298059003.411345,5298059003.411345
51,T3,0.0002500818284526,0.0035655179712318,0.01581397573201,5235873279.0749235,5235873279.0749235
51,MACD_Signal,0.0002501040976801,0.0035557931290079,0.0158146798159226,5235873279.074997,5235873279.074997
67,1. open,0.0002501245675271,0.0039844243555412,0.0158153269813545,6826318500.392929,6826318500.392929
56,APO,0.0002501336127492,0.003573656364655,0.0158156129425734,5235873279.075121,5235873279.075121
56,PPO,0.0002501336127492,0.003573656364655,0.0158156129425734,5235873279.075121,5235873279.075121
62,Real Upper Band,0.0002501678332288,0.0035611541426218,0.0158166947630939,5617779485.150626,5617779485.150626
21,MFI,0.0002501735873282,0.0035497588912571,0.0158168766615993,5653451757.628445,5653451757.628445
20,MFI,0.0002501761265959,0.0035642274860709,0.0158169569322282,5653451757.62867,5653451757.62867
66,PLUS_DI,0.0002501847520758,0.0035660972342151,0.0158172295954717,5298059003.410821,5298059003.410821
60,MINUS_DM,0.0002502336291007,0.003625283292605,0.0158187745764581,5235873279.075669,5235873279.075669
64,KAMA,0.0002502566565669,0.0036089487528987,0.0158195024121158,5120494205.911427,5120494205.911427
51,FAMA,0.0002502790188237,0.0035545135785979,0.0158202091902666,5235873279.074955,5235873279.074955
41,HT_TRENDLINE,0.0002502805530489,0.0036550094457236,0.015820257679601,5235873279.075343,5235873279.075343
65,Unnamed: 0,0.0002502867264697,0.003601693244233,0.0158204527896571,5298059003.411467,5298059003.411467
51,MACD_Hist,0.0002502939705575,0.0035597036959353,0.0158206817349183,5235873279.074983,5235873279.074983
57,TRENDMODE,0.0002502955811092,0.0035676953750259,0.0158207326350354,5235873279.074993,5235873279.074993
49,5. volume,0.0002503563979968,0.0035538182452313,0.0158226545812263,5235873279.075123,5235873279.075123
37,EMA,0.0002503638225926,0.0036430185266377,0.015822889198648,5235873279.07526,5235873279.07526
23,APO,0.0002503839038186,0.0035585331581728,0.0158235237484791,5653451757.62861,5653451757.62861
23,PPO,0.0002503839038186,0.0035585331581728,0.0158235237484791,5653451757.62861,5653451757.62861
51,Real Lower Band,0.0002504411027252,0.003549877498836,0.0158253310463082,5235873279.074903,5235873279.074903
64,MAMA,0.0002504503266218,0.0036031431564966,0.01582562247186,5298059003.411468,5298059003.411468
4,MOM,0.0002504619973882,0.0036931512414908,0.015825991197655,5003705566.286033,5003705566.286033
37,PLUS_DM,0.0002504713915692,0.0036659909752652,0.0158262879908478,5235873279.075483,5235873279.075483
51,MAMA,0.0002504791353492,0.003554611789365,0.0158265326382399,5235873279.074941,5235873279.074941
65,MACD,0.0002505309651792,0.0036339964027763,0.0158281699883236,5298059003.411624,5298059003.411624
17,MACD,0.0002505467527294,0.003567191947786,0.0158286686973178,5653451757.628171,5653451757.628171
29,1. open,0.0002505728945486,0.0045686613599103,0.0158294944501917,8110781975.040028,8110781975.040028
45,SMA_SMA3,0.0002506176286467,0.0036450871729848,0.0158309073854529,5235873279.075406,5235873279.075406
19,1. open,0.000250769037794,0.0046087547652727,0.0158356887375972,8110781975.040103,8110781975.040103
61,AROONOSC,0.000250808152338,0.0035624907036085,0.0158369237018441,5235873279.075122,5235873279.075122
61,SINE,0.0002508199665786,0.0035467969363378,0.0158372966941537,5235873279.074969,5235873279.074969
52,PLUS_DM,0.0002508308845574,0.0036006713602458,0.0158376413823971,5235873279.075254,5235873279.075254
64,Unnamed: 0,0.000250861854497,0.003608660898262,0.0158386190842848,5298059003.411473,5298059003.411473
22,RSI,0.0002508793661151,0.0035519263062161,0.0158391718885541,5653451757.628644,5653451757.628644
57,MFI,0.000250893947097,0.0036039659190152,0.0158396321641967,5235873279.075029,5235873279.075029
67,MACD,0.0002509216259957,0.0035455344703882,0.0158405058630016,5298059003.411304,5298059003.411304
42,TEMA,0.0002509482820895,0.0037082327322835,0.0158413472308863,4793171230.885431,4793171230.885431
47,3. low,0.0002509500992369,0.0035997469172813,0.0158414045853554,5246700374.675903,5246700374.675903
66,DX,0.0002509528643379,0.0036262592604043,0.0158414918596044,5298059003.411048,5298059003.411048
56,ADXR,0.0002509624549788,0.0035874968497285,0.0158417945630798,5235873279.075154,5235873279.075154
67,PLUS_DI,0.0002509721249155,0.0035755527006675,0.0158420997634654,5298059003.411119,5298059003.411119
33,EMA,0.0002509842696228,0.0036025067947924,0.0158424830636753,5628606580.751729,5628606580.751729
67,T3,0.0002510057790507,0.0035489832441969,0.0158431619019294,5298059003.411356,5298059003.411356
67,FAMA,0.0002510081921234,0.0035484593480277,0.0158432380567683,5298059003.41137,5298059003.41137
21,PPO,0.0002510144846421,0.003540741581772,0.0158434366424126,5653451757.62862,5653451757.62862
65,MINUS_DI,0.0002510152516841,0.0034975470312955,0.0158434608493252,5298059003.41072,5298059003.41072
64,ROC,0.0002510244770308,0.0035707228624247,0.0158437519871673,5298059003.411069,5298059003.411069
52,HT_DCPHASE,0.0002510283678013,0.0035691791747009,0.0158438747723327,5235873279.07511,5235873279.07511
60,1. open,0.0002510358547514,0.0040958679186372,0.0158441110432707,6366573764.998252,6366573764.998252
11,KAMA,0.0002510382209071,0.0035846344065432,0.0158441857129706,5653451757.628566,5653451757.628566
64,TRIMA,0.0002510888091389,0.0036071975176296,0.0158457820614496,5298059003.411488,5298059003.411488
56,MAMA,0.000251111218775,0.0035645732942818,0.0158464891624302,5235873279.075019,5235873279.075019
65,MACD_Signal,0.0002511214476324,0.00363917912508,0.0158468119075256,5298059003.411684,5298059003.411684
66,FastK_STOCHRSI2,0.0002511395245434,0.0035654649225902,0.0158473822615429,5298059003.411305,5298059003.411305
30,PLUS_DM,0.0002511464393049,0.0036180500986295,0.0158476004273494,5628606580.752057,5628606580.752057
15,PLUS_DI,0.0002511819915949,0.0035849805070562,0.0158487220808173,5653451757.628641,5653451757.628641
64,MIDPOINT,0.0002512272366851,0.0036321899826412,0.01585014942154,5298059003.411117,5298059003.411117
16,1. open,0.0002512790380002,0.0046367345094104,0.0158517834327944,7711320846.71227,7711320846.71227
60,TRIX,0.000251341328155,0.0036448447083113,0.0158537480790845,5235873279.0756445,5235873279.0756445
55,FAMA,0.0002513454408292,0.0035991162050814,0.0158538777852378,5235873279.075188,5235873279.075188
25,PLUS_DI,0.000251412212283,0.0035431216767159,0.0158559834852025,5628606580.751832,5628606580.751832
60,PLUS_DM,0.000251432956045,0.0036744184091651,0.015856637602122,5235873279.075912,5235873279.075912
51,PHASE,0.0002514346374298,0.0035925406529787,0.0158566906203605,5235873279.075064,5235873279.075064
34,1. open,0.0002514364133443,0.0046064003432235,0.0158567466191637,8128709777.431456,8128709777.431456
53,PLUS_DI,0.0002514366903686,0.0035635627295208,0.0158567553543791,5235873279.0752,5235873279.0752
55,SlowD,0.0002514382268788,0.0035788702911561,0.0158568038040085,5235873279.075127,5235873279.075127
53,T3,0.0002515071775272,0.0035602869800335,0.01585897782101,5235873279.074842,5235873279.074842
22,1. open,0.0002515121003307,0.0045889960736162,0.0158591330258222,8110781975.039788,8110781975.039788
64,FastK_STOCHRSI2,0.0002515345063525,0.0035761231099361,0.0158598394176166,5298059003.411063,5298059003.411063
64,FastD,0.0002516096840419,0.003592491244764,0.0158622093052004,5298059003.41109,5298059003.41109
64,FastK,0.0002516099998865,0.0035923157944496,0.0158622192610804,5298059003.411095,5298059003.411095
66,DEMA,0.0002516125830855,0.0036204565834144,0.015862300687022,5298059003.411558,5298059003.411558
47,KAMA,0.0002516528408739,0.0036601401460012,0.0158635696132351,5058308481.575198,5058308481.575198
21,MIDPRICE,0.0002517065561121,0.003595381239867,0.0158652625604529,5653451757.628476,5653451757.628476
64,TRANGE,0.0002517106202858,0.0035790306630209,0.0158653906439728,5298059003.411183,5298059003.411183
55,Chaikin A/D,0.0002517323398133,0.0035846725380218,0.015866075123147,5235873279.075083,5235873279.075083
60,SMA_SMA3,0.000251748861519,0.0035455476833785,0.0158665957760008,5235873279.074829,5235873279.074829
55,MINUS_DI,0.0002517526099022,0.0035488065720104,0.0158667138974104,5235873279.074972,5235873279.074972
51,DEMA,0.0002517918308778,0.0036287447467367,0.0158679498007085,5235873279.07498,5235873279.07498
65,TEMA,0.0002517967940017,0.0036212523625061,0.0158681061882551,4855356955.221276,4855356955.221276
55,FastK,0.0002518271353792,0.0035848844905027,0.0158690622085623,5235873279.075152,5235873279.075152
62,T3,0.0002518566867059,0.0035869064550416,0.0158699932799578,5235873279.0751505,5235873279.0751505
46,Real Upper Band,0.0002518682110709,0.0036011766740361,0.0158703563624448,5617779485.151232,5617779485.151232
18,Real Lower Band,0.0002518684517602,0.0035886454646502,0.0158703639454254,5653451757.628493,5653451757.628493
57,TEMA,0.0002518700017507,0.0036093838546791,0.0158704127782106,4793171230.885093,4793171230.885093
64,BOP,0.0002519224226098,0.0035715578071434,0.0158720642201893,5298059003.410917,5298059003.410917
25,EMA,0.0002519987433955,0.0035276562537063,0.015874468287019,5628606580.751336,5628606580.751336
63,Real Lower Band,0.0002519992755679,0.0035722038696399,0.0158744850489072,5235873279.075138,5235873279.075138
62,ULTOSC,0.0002520076589234,0.0036178092588977,0.0158747490979673,5235873279.075265,5235873279.075265
51,HT_DCPHASE,0.0002520111160528,0.0035646896869768,0.0158748579852799,5235873279.074771,5235873279.074771
55,MIDPRICE,0.0002520162894631,0.0035958058036481,0.0158750209279584,5235873279.075243,5235873279.075243
56,PHASE,0.000252029350529,0.0035665868213948,0.0158754322942427,5235873279.07489,5235873279.07489
66,MINUS_DM,0.0002520793283811,0.0035859249606494,0.0158770062789278,5298059003.410962,5298059003.410962
65,SINE,0.0002520991102558,0.0035506310528214,0.0158776292391484,5298059003.411139,5298059003.411139
60,Aroon Down,0.0002521829925844,0.0036105531411097,0.0158802705450637,5235873279.075531,5235873279.075531
64,CMO,0.0002522195626399,0.0035698606442344,0.0158814219338184,5298059003.411044,5298059003.411044
23,ROCR,0.0002522343774325,0.003559721450143,0.0158818883459301,5653451757.628504,5653451757.628504
52,LEAD SINE,0.0002522377653027,0.0035819698610456,0.0158819950038633,5235873279.075263,5235873279.075263
54,MINUS_DM,0.0002522509105586,0.0035996704987184,0.0158824088399275,5235873279.0750065,5235873279.0750065
23,MIDPRICE,0.00025227546228,0.0036355392742162,0.0158831817429648,5653451757.62879,5653451757.62879
65,ADX,0.0002522873932814,0.0035891708639493,0.0158835573245236,5298059003.411388,5298059003.411388
55,RSI,0.0002522910216673,0.0035850101351575,0.0158836715424146,5235873279.075141,5235873279.075141
63,ADOSC,0.0002523068439918,0.0035657070658163,0.0158841696034703,5235873279.075091,5235873279.075091
61,SAR,0.0002523266167472,0.0035704586695376,0.0158847919957172,4793171230.884638,4793171230.884638
56,DX,0.0002523322380156,0.0035659182656672,0.0158849689334169,5235873279.075,5235873279.075
66,OBV,0.0002523546817123,0.0035988898831497,0.015885675362174,5298059003.411074,5298059003.411074
15,KAMA,0.0002523665544143,0.0036120735575085,0.015886049049852,5653451757.628816,5653451757.628816
51,TRANGE,0.000252381212449,0.0035929502689541,0.015886510392439,5235873279.075112,5235873279.075112
51,TRIMA,0.0002523907208366,0.0035647919658033,0.0158868096494112,5235873279.07497,5235873279.07497
21,EMA,0.0002523927876192,0.0035519816878045,0.0158868746964044,5653451757.628668,5653451757.628668
24,1. open,0.0002524233598101,0.0045603540461263,0.0158878368511923,8110781975.039695,8110781975.039695
23,Chaikin A/D,0.0002524607673637,0.0035801979783935,0.015889014046307,5653451757.628827,5653451757.628827
47,Real Upper Band,0.0002524847854039,0.0036252010665809,0.0158897698348315,5617779485.151086,5617779485.151086
62,WMA,0.0002525002916673,0.0035823325606884,0.0158902577596254,5235873279.075132,5235873279.075132
49,FAMA,0.0002525381964712,0.0035503770011805,0.0158914504206257,5235873279.07515,5235873279.07515
55,MAMA,0.0002525385267525,0.0036117348191792,0.0158914608124156,5235873279.075201,5235873279.075201
52,SMA_SMA3,0.0002525917148293,0.0035746453034246,0.0158931342040929,5235873279.075246,5235873279.075246
28,PLUS_DM,0.0002525991230132,0.0035416025604793,0.0158933672647814,5628606580.751562,5628606580.751562
55,Unnamed: 0,0.0002526768702853,0.0035661583517787,0.0158958129796925,5235873279.075139,5235873279.075139
29,EMA,0.0002526898371936,0.0035519871433527,0.0158962208462789,5628606580.751403,5628606580.751403
67,TRIMA,0.0002527270345814,0.0035491182932518,0.0158973908104907,5298059003.41135,5298059003.41135
67,MAMA,0.0002527285052862,0.0035492676500039,0.0158974370665904,5298059003.411351,5298059003.411351
14,MACD_Signal,0.0002527696893769,0.0035839016734995,0.0158987323198082,5653451757.628304,5653451757.628304
20,MIDPRICE,0.0002527927178251,0.0036351625137723,0.015899456526094,5653451757.628864,5653451757.628864
67,ROC,0.0002528437784139,0.003537233586104,0.0159010621787962,5298059003.4113,5298059003.4113
49,HT_TRENDLINE,0.0002528442647448,0.0036314250615072,0.0159010774711931,5235873279.075426,5235873279.075426
65,FastK_STOCHRSI2,0.0002528859113521,0.0035658994728354,0.0159023869702695,5298059003.411362,5298059003.411362
64,WILLR,0.0002529194377549,0.0035712154821564,0.0159034410664773,5298059003.411047,5298059003.411047
47,Unnamed: 0,0.0002529278469512,0.0035999143232039,0.0159037054471996,5235873279.074988,5235873279.074988
57,SAR,0.0002529614303809,0.003626085377655,0.0159047612487871,4793171230.884672,4793171230.884672
53,SAR,0.0002529649744077,0.0035671523950841,0.0159048726624172,4793171230.884539,4793171230.884539
52,5. volume,0.0002529667055654,0.0035762309805466,0.0159049270845678,5235873279.075037,5235873279.075037
51,Aroon Down,0.0002529873919709,0.0035721751441122,0.0159055773856499,5235873279.074992,5235873279.074992
55,AROONOSC,0.0002529989094688,0.0035575980470716,0.0159059394399964,5235873279.075056,5235873279.075056
67,FastD_STOCHRSI2,0.00025300984031,0.0035532671247783,0.0159062830450768,5298059003.411317,5298059003.411317
62,PLUS_DM,0.0002530215450755,0.0035960197796114,0.0159066509698153,5235873279.075379,5235873279.075379
12,EMA,0.0002530289176579,0.0035956598999536,0.015906882713402,5653451757.628637,5653451757.628637
56,TRIX,0.0002530327676797,0.003582679354388,0.0159070037304233,5235873279.075041,5235873279.075041
65,WMA,0.0002530376433679,0.0036291469720656,0.0159071569857077,5298059003.4113865,5298059003.4113865
55,3. low,0.0002530935000663,0.0035664082884412,0.0159089125984878,5246700374.675981,5246700374.675981
9,PLUS_DI,0.0002531119738684,0.0035710567320617,0.0159094931996114,5653451757.6290245,5653451757.6290245
50,DEMA,0.0002531164497697,0.0035763180355837,0.0159096338666157,5235873279.07489,5235873279.07489
63,MOM,0.000253162006882,0.0036275613203671,0.0159110655482906,5235873279.075272,5235873279.075272
60,AROONOSC,0.0002531718770667,0.003644996151404,0.0159113757125755,5235873279.075639,5235873279.075639
65,FastD_STOCHRSI2,0.0002531792579437,0.0035878037392329,0.015911607647997,5298059003.411382,5298059003.411382
51,KAMA,0.0002531806835335,0.0035585865549841,0.0159116524450961,5058308481.574889,5058308481.574889
16,MACD_Signal,0.0002532138262565,0.0035664757402202,0.0159126938717666,5653451757.628339,5653451757.628339
67,Aroon Up,0.0002532394221385,0.0035982417500522,0.0159134981113067,5298059003.4114275,5298059003.4114275
65,MINUS_DM,0.0002532465904615,0.0035956558928194,0.0159137233374694,5298059003.411105,5298059003.411105
14,PHASE,0.0002533357835059,0.0036449275231608,0.0159165254847265,5653451757.629123,5653451757.629123
61,MFI,0.0002533867843108,0.0035638744143526,0.0159181275378386,5235873279.075148,5235873279.075148
50,SINE,0.0002534051841513,0.0035684122418968,0.0159187054797606,5235873279.074906,5235873279.074906
15,ADOSC,0.0002534881817207,0.0035277546212268,0.0159213121858954,5653451757.6281595,5653451757.6281595
62,DEMA,0.0002535233272215,0.0036563651177497,0.0159224158726463,5235873279.075388,5235873279.075388
64,OBV,0.0002535892931555,0.0036126604866028,0.0159244872179789,5298059003.411259,5298059003.411259
61,Real Upper Band,0.0002536105753068,0.0035602716614019,0.0159251554248884,5617779485.150813,5617779485.150813
49,Unnamed: 0,0.000253719847393,0.0035826937827762,0.0159285858566605,5235873279.075224,5235873279.075224
31,PLUS_DM,0.0002537275582906,0.0036159705816345,0.0159288279007156,5628606580.752102,5628606580.752102
59,DEMA,0.0002537707853869,0.0036202262677489,0.0159301847254509,5235873279.074916,5235873279.074916
14,MACD,0.0002538203985409,0.0035891423895399,0.0159317418552077,5653451757.628279,5653451757.628279
47,TEMA,0.0002538216552001,0.0036852436476885,0.0159317812940092,4793171230.885219,4793171230.885219
64,ADX,0.000253823174594,0.003578612624633,0.0159318289783065,5298059003.411065,5298059003.411065
21,TRANGE,0.0002538246901,0.0035904489838586,0.0159318765404472,5653451757.6283865,5653451757.6283865
56,KAMA,0.0002538712867712,0.0035672872048015,0.0159333388456811,5058308481.574972,5058308481.574972
13,MOM,0.0002538787135504,0.0035861887217603,0.0159335719018189,5653451757.628508,5653451757.628508
49,Real Lower Band,0.0002539056724406,0.0035831588828097,0.0159344178569737,5235873279.075309,5235873279.075309
56,EMA,0.0002539279417689,0.0036148402506656,0.0159351166223846,5235873279.075231,5235873279.075231
50,MIDPRICE,0.000253963818472,0.0035864411487934,0.0159362422945945,5235873279.074788,5235873279.074788
54,SMA_SMA3,0.000253982370672,0.0035666086342315,0.0159368243597051,5235873279.075099,5235873279.075099
56,T3,0.0002539992448112,0.0035603243505098,0.0159373537581142,5235873279.075007,5235873279.075007
48,KAMA,0.0002540299401571,0.0036320656965778,0.0159383167291026,5058308481.575111,5058308481.575111
63,MIDPRICE,0.0002540468410156,0.0035673603298716,0.0159388469161233,5235873279.075122,5235873279.075122
67,ULTOSC,0.0002541267559048,0.0036092408438966,0.0159413536409197,5298059003.411478,5298059003.411478
16,MACD,0.0002541717719223,0.0035721252515063,0.0159427655042144,5653451757.628353,5653451757.628353
67,SMA,0.0002542386486015,0.0035752765892692,0.0159448627652162,5298059003.411464,5298059003.411464
64,SINE,0.0002542401451972,0.0035761859885929,0.0159449096954884,5298059003.411115,5298059003.411115
67,5. volume,0.0002542645734616,0.0035771895605885,0.0159456756978691,5298059003.411468,5298059003.411468
17,FastK,0.0002543130457724,0.0035516125217092,0.0159471955456878,5653451757.62819,5653451757.62819
60,HT_DCPHASE,0.0002543142169599,0.0035517527163493,0.0159472322664457,5235873279.074827,5235873279.074827
63,Chaikin A/D,0.0002543351391782,0.0035823410690921,0.0159478882356963,5235873279.075143,5235873279.075143
64,RSI,0.0002544420785986,0.0036018464064438,0.0159512406601711,5298059003.411098,5298059003.411098
64,MFI,0.0002544588603411,0.0035808790529958,0.0159517666840108,5298059003.411032,5298059003.411032
61,PHASE,0.0002544686768955,0.0036007226327917,0.0159520743759402,5235873279.07539,5235873279.07539
65,ADXR,0.0002544953290917,0.0035912825071737,0.0159529097374667,5298059003.41123,5298059003.41123
51,SlowK,0.0002545504313483,0.0035702984446063,0.0159546366724019,5235873279.074996,5235873279.074996
20,PHASE,0.0002546626085896,0.0035569146920732,0.0159581517911582,5653451757.62868,5653451757.62868
14,FastK,0.0002546637786724,0.0036212687138525,0.0159581884520902,5653451757.628816,5653451757.628816
17,KAMA,0.0002547246894689,0.0035869824815195,0.0159600967875821,5653451757.628336,5653451757.628336
55,5. volume,0.0002547335810423,0.003624861497569,0.0159603753415242,5235873279.075208,5235873279.075208
67,KAMA,0.0002547576897518,0.0035724421863753,0.0159611305912775,5120494205.911361,5120494205.911361
49,DEMA,0.0002547851582152,0.0036179432381998,0.015961991047962,5235873279.07526,5235873279.07526
43,1. open,0.0002548018646473,0.0041897979833724,0.0159625143585647,6860273054.1370125,6860273054.1370125
62,SAR,0.0002548159952373,0.0035884401243845,0.0159629569703518,4793171230.884831,4793171230.884831
56,TRIMA,0.0002548187113327,0.0035767235286479,0.0159630420450738,5235873279.075067,5235873279.075067
55,HT_TRENDLINE,0.0002548454286823,0.0036237105969348,0.0159638788733306,5235873279.075137,5235873279.075137
56,5. volume,0.0002548486843818,0.0036059243568625,0.0159639808438198,5235873279.075134,5235873279.075134
27,1. open,0.0002548849232378,0.0045649625756529,0.0159651158228769,8110781975.039909,8110781975.039909
49,MFI,0.0002548998664585,0.0036064511525647,0.0159655838120176,5235873279.075385,5235873279.075385
41,TRANGE,0.000254980106454,0.003634073552642,0.0159680965194358,5235873279.075117,5235873279.075117
56,1. open,0.0002550087416667,0.004094906786286,0.0159689931325284,6366573764.998114,6366573764.998114
16,PPO,0.0002550126020835,0.0035935591607662,0.0159691140043392,5653451757.628526,5653451757.628526
66,ATR,0.0002550209921597,0.0035791800765206,0.0159693766991618,5298059003.4109125,5298059003.4109125
51,SAR,0.0002551183251491,0.0035934427465533,0.0159724238971169,4793171230.884544,4793171230.884544
63,MFI,0.0002551535288144,0.0035990419045479,0.0159735258729715,5235873279.07522,5235873279.07522
55,T3,0.0002551547322411,0.0036173116866437,0.0159735635423392,5235873279.07526,5235873279.07526
66,MIDPRICE,0.0002551647864696,0.0035733536649063,0.015973878253877,5298059003.41093,5298059003.41093
55,SlowK,0.0002552037010987,0.0036049547117326,0.0159750962782299,5235873279.075193,5235873279.075193
50,SAR,0.0002552789659745,0.0035721070177502,0.0159774517985357,4793171230.884352,4793171230.884352
33,TEMA,0.0002553917549458,0.0036359117283759,0.0159809810382801,6507876548.514002,6507876548.514002
47,PLUS_DM,0.0002554534377549,0.0036392605793105,0.0159829108035712,5235873279.0755415,5235873279.0755415
66,NATR,0.0002554554041375,0.0035902295119293,0.015982972318613,5298059003.410936,5298059003.410936
63,PLUS_DM,0.0002555197243369,0.0036055702483529,0.0159849843395901,5235873279.075096,5235873279.075096
56,Unnamed: 0,0.0002555405182398,0.0035859748925908,0.0159856347462289,5235873279.0751095,5235873279.0751095
13,EMA,0.0002555641072823,0.0036111290165246,0.0159863725492168,5653451757.628685,5653451757.628685
65,MOM,0.0002555762635423,0.0036056899414633,0.0159867527516485,5298059003.411284,5298059003.411284
14,PPO,0.0002555829968009,0.0036258123032251,0.0159869633389511,5653451757.628805,5653451757.628805
19,PHASE,0.0002555884814486,0.0036348891484276,0.0159871348730348,5653451757.628787,5653451757.628787
60,PHASE,0.0002556022929871,0.0035651573851509,0.0159875668251026,5235873279.07488,5235873279.07488
14,PLUS_DI,0.0002556023047784,0.0036199550780434,0.0159875671938689,5653451757.629211,5653451757.629211
67,TRENDMODE,0.0002556204116625,0.003604935106472,0.0159881334639957,5298059003.411575,5298059003.411575
65,TRIX,0.0002557440277191,0.0036145471600439,0.015991998865655,5298059003.411258,5298059003.411258
52,PHASE,0.000255818632842,0.0035822838178964,0.0159943312721109,5235873279.075164,5235873279.075164
45,EMA,0.0002558202934477,0.0036779381065462,0.0159943831843478,5235873279.0753145,5235873279.0753145
59,SAR,0.0002558517500837,0.0035174705574313,0.0159953665192057,4793171230.884307,4793171230.884307
15,PPO,0.0002558680712268,0.0036069210767381,0.0159958766945365,5653451757.628657,5653451757.628657
16,MOM,0.0002559230727924,0.0036029918357028,0.0159975958441412,5653451757.628547,5653451757.628547
64,MINUS_DM,0.0002559514461929,0.003602825301704,0.0159984826215774,5298059003.411077,5298059003.411077
14,KAMA,0.0002560512811708,0.0036229279109796,0.0160016024563422,5653451757.628582,5653451757.628582
20,EMA,0.0002560518260293,0.003533795528159,0.016001619481457,5653451757.628419,5653451757.628419
65,CCI,0.0002560661984761,0.0035776829026037,0.0160020685686621,5298059003.411278,5298059003.411278
49,3. low,0.0002561099385266,0.0035586595064663,0.0160034352101866,5246700374.676008,5246700374.676008
27,EMA,0.0002561625771708,0.0035126191871645,0.0160050797302242,5628606580.751323,5628606580.751323
67,DX,0.0002562211253194,0.00356517273968,0.0160069086746757,5298059003.411441,5298059003.411441
66,MIDPOINT,0.0002562446098922,0.0037058499012026,0.016007642234015,5298059003.411251,5298059003.411251
23,EMA,0.0002562689911318,0.0035827580014095,0.0160084037658937,5653451757.628669,5653451757.628669
